3436|2994|1|[International]|[1]|[International - FIFA World Cup]|[787_7539]|[Group Stage]|[available]|[Senegal]|[Senegal]|[Senegal]|[7539]|[2018]|[male]|[2018]|[787]|[FIFA World Cup]|[2018-06-19 00:00:00]
3486|3094|1|[Europe]|[13]|[Europe - Champions League]|[38_22912]|[Final]|[available]|[Spain]|[England]|[Tottenham Hotspur]|[22912]|[2018/2019]|[male]|[2018/2019]|[38]|[Champions League]|[2019-06-01 00:00:00]
3669|3495|1|[Europe]|[13]|[Europe - Champions League]|[24_22912]|[Final]|[available]|[Netherlands]|[England]|[Liverpool]|[22912]|[2018/2019]|[male]|[2018/2019]|[24]|[Champions League]|[2019-06-01 00:00:00]
4751|3156|1|[Europe]|[1]|[Europe - Champions League]|[39_3750201]|[Final]|[available]|[England]|[Brazil]|[Manchester United]|[3750201]|[2008/2009]|[male]|[2008/2009]|[39]|[Champions League]|[2009-05-27 00:00:00]
5002|4996|2|[United States of America]|[17, 6]|[United States of America - NWSL]|[760_7443, 760_7493]|[Regular Season]|[available]|[England]|[United States of America]|[Seattle Reign]|[7493, 7443]|[2018]|[female]|[2018]|[760]|[NWSL]|[2018-08-06 00:00:00, 2018-05-05 00:00:00]
5020|5012|5|[United States of America]|[13, 15, 16, 11, 6]|[United States of America - NWSL]|[765_7472, 765_7519, 765_7486, 765_7443, 765_7490]|[Regular Season]|[available]|[Canada]|[United States of America]|[Portland Thorns]|[7519, 7490, 7486, 7443, 7472]|[2018]|[female]|[2018]|[765]|[NWSL]|[2018-07-01 00:00:00, 2018-07-22 00:00:00, 2018-05-31 00:00:00, 2018-05-05 00:00:00, 2018-07-16 00:00:00]
5023|4941|5|[United States of America]|[17, 3, 19, 7, 6]|[United States of America - NWSL]|[759_7451, 759_7496, 759_7493, 759_7445, 759_7430]|[Regular Season]|[available]|[United States of America]|[United States of America]|[Washington Spirit]|[7430, 7445, 7451, 7493, 7496]|[2018]|[female]|[2018]|[759]|[NWSL]|[2018-08-06 00:00:00, 2018-05-13 00:00:00, 2018-05-06 00:00:00, 2018-08-09 00:00:00, 2018-04-15 00:00:00]
5030|4966|3|[United States of America]|[13, 15, 6]|[United States of America - NWSL]|[767_7473, 767_7445, 767_7477]|[Regular Season]|[available]|[United States of America]|[Canada]|[Utah Royals]|[7473, 7445, 7477]|[2018]|[female]|[2018]|[767]|[NWSL]|[2018-07-01 00:00:00, 2018-07-07 00:00:00, 2018-05-06 00:00:00]
5031|4973|3|[United States of America]|[15, 16, 6]|[United States of America - NWSL]|[767_7445, 767_7477, 767_7483]|[Regular Season]|[available]|[United States of America]|[Canada]|[Utah Royals]|[7445, 7477, 7483]|[2018]|[female]|[2018]|[767]|[NWSL]|[2018-07-07 00:00:00, 2018-07-15 00:00:00, 2018-05-06 00:00:00]
5031|5030|3|[United States of America]|[13, 15, 6]|[United States of America - NWSL]|[767_7473, 767_7445, 767_7477]|[Regular Season]|[available]|[United States of America]|[United States of America]|[Utah Royals]|[7473, 7445, 7477]|[2018]|[female]|[2018]|[767]|[NWSL]|[2018-07-01 00:00:00, 2018-07-07 00:00:00, 2018-05-06 00:00:00]
5032|4941|2|[United States of America]|[19, 6]|[United States of America - NWSL]|[759_7496, 759_7445]|[Regular Season]|[available]|[United States of America]|[United States of America]|[Washington Spirit]|[7445, 7496]|[2018]|[female]|[2018]|[759]|[NWSL]|[2018-05-06 00:00:00, 2018-08-09 00:00:00]
5032|4949|1|[United States of America]|[19]|[United States of America - NWSL]|[759_7496]|[Regular Season]|[available]|[United States of America]|[United States of America]|[Washington Spirit]|[7496]|[2018]|[female]|[2018]|[759]|[NWSL]|[2018-08-09 00:00:00]
5087|5023|6|[International]|[3, 1, 5, 4, 7, 6]|[International - Women's World Cup]|[1214_69258, 1214_69202, 1214_68345, 1214_69321, 1214_22943, 1214_69161]|[Final, Regular Season, Semi-finals, Round of 16]|[available]|[United States of America]|[United States of America]|[United States Women's]|[69161, 68345, 69321, 22943, 69202, 69258]|[2019]|[female]|[2019]|[1214]|[Women's World Cup]|[2019-06-11 00:00:00, 2019-06-24 00:00:00, 2019-07-07 00:00:00, 2019-06-20 00:00:00, 2019-06-28 00:00:00, 2019-07-02 00:00:00]
5087|5034|12|[United States of America, International]|[17, 3, 15, 5, 11, 14, 4, 9, 7, 6]|[International - Women's World Cup, United States of America - NWSL]|[766_7456, 766_7497, 1214_69202, 766_7482, 766_7519, 766_7451, 1214_68345, 766_7457, 1214_69321, 766_7475, 1214_69161, 766_7444]|[Final, Regular Season, Round of 16]|[available]|[United States of America]|[United States of America]|[United States Women's, North Carolina Courage]|[69161, 7482, 7497, 7444, 7451, 7519, 7456, 68345, 7457, 69321, 69202, 7475]|[2019, 2018]|[female]|[2019, 2018]|[1214, 766]|[Women's World Cup, NWSL]|[2018-05-24 00:00:00, 2018-08-11 00:00:00, 2019-06-24 00:00:00, 2018-07-12 00:00:00, 2019-06-20 00:00:00, 2018-05-31 00:00:00, 2019-07-07 00:00:00, 2018-07-05 00:00:00, 2018-05-13 00:00:00, 2019-06-28 00:00:00, 2018-05-20 00:00:00, 2018-05-06 00:00:00]
5092|5018|3|[United States of America]|[20, 15, 11]|[United States of America - NWSL]|[765_7500, 765_7519, 765_7490]|[Regular Season]|[available]|[United States of America]|[Brazil]|[Portland Thorns]|[7519, 7490, 7500]|[2018]|[female]|[2018]|[765]|[NWSL]|[2018-07-22 00:00:00, 2018-05-31 00:00:00, 2018-08-12 00:00:00]
5190|5185|2|[International]|[1, 2]|[International - FIFA World Cup]|[799_7525, 799_7544]|[Group Stage]|[available]|[Saudi Arabia]|[Saudi Arabia]|[Saudi Arabia]|[7525, 7544]|[2018]|[male]|[2018]|[799]|[FIFA World Cup]|[2018-06-14 00:00:00, 2018-06-20 00:00:00]
5200|3063|1|[Europe]|[7]|[Europe - Champions League]|[220_18243]|[Final]|[available]|[Spain]|[Brazil]|[Real Madrid]|[18243]|[2015/2016]|[male]|[2015/2016]|[220]|[Champions League]|[2016-05-28 00:00:00]
5209|5205|4|[International]|[3, 1, 2, 4]|[International - FIFA World Cup]|[780_7576, 780_7557, 780_7579, 780_7542]|[Group Stage, Round of 16]|[available]|[Portugal]|[Portugal]|[Portugal]|[7579, 7576, 7542, 7557]|[2018]|[male]|[2018]|[780]|[FIFA World Cup]|[2018-06-30 00:00:00, 2018-06-25 00:00:00, 2018-06-20 00:00:00, 2018-06-15 00:00:00]
5215|5204|1|[International]|[1]|[International - FIFA World Cup]|[780_7576]|[Group Stage]|[available]|[Portugal]|[Portugal]|[Portugal]|[7576]|[2018]|[male]|[2018]|[780]|[FIFA World Cup]|[2018-06-15 00:00:00]
5216|3385|62|[Spain]|[29, 1, 15, 30, 32, 11, 16, 4, 7, 17, 13, 31, 38, 19, 3, 23, 26, 2, 37, 24, 28, 22, 33, 35, 10, 36, 25, 12, 27, 34, 6, 18]|[Spain - La Liga]|[217_267502, 217_69332, 217_266066, 217_70301, 217_69337, 217_265857, 217_70306, 217_70284, 217_266201, 217_69323, 217_70295, 217_69324, 217_70293, 217_70305, 217_69328, 217_70271, 217_267138, 217_266827, 217_266256, 217_69264, 217_266015, 217_70307, 217_266074, 217_70277, 217_70296, 217_70256, 217_69325, 217_70289, 217_265837, 217_70294, 217_266420, 217_69331, 217_267192, 217_267368, 217_70297, 217_265830, 217_267567, 217_70221, 217_70308, 217_70300, 217_70286, 217_70262, 217_69268, 217_69312, 217_69343, 217_69330, 217_266433, 217_266613, 217_266491, 217_267675, 217_267520, 217_265918, 217_69327, 217_70281, 217_266274, 217_69334, 217_69333, 217_70272, 217_69335, 217_70225, 217_70283, 217_69326]|[Regular Season]|[available]|[Spain]|[Chile]|[Barcelona]|[69328, 70283, 70262, 267368, 69335, 70301, 267675, 70289, 69326, 267192, 70293, 70308, 70295, 265830, 70297, 69333, 70221, 69323, 265857, 69332, 266256, 266201, 69327, 69330, 69337, 70306, 69264, 266015, 70225, 266433, 70284, 70296, 70256, 266420, 267567, 69324, 70294, 70305, 267520, 265918, 267138, 266827, 70307, 70272, 69312, 69343, 70281, 70286, 266613, 69268, 266491, 265837, 70277, 70271, 266274, 266066, 69331, 70300, 69325, 69334, 267502, 266074]|[2011/2012, 2012/2013, 2013/2014]|[male]|[2011/2012, 2012/2013, 2013/2014]|[217]|[La Liga]|[2011-12-10 00:00:00, 2014-02-15 00:00:00, 2013-02-10 00:00:00, 2014-05-03 00:00:00, 2013-05-12 00:00:00, 2012-04-21 00:00:00, 2013-09-24 00:00:00, 2014-03-26 00:00:00, 2014-03-23 00:00:00, 2014-03-02 00:00:00, 2014-05-11 00:00:00, 2012-09-02 00:00:00, 2013-02-23 00:00:00, 2012-01-22 00:00:00, 2014-01-11 00:00:00, 2012-12-22 00:00:00, 2013-10-29 00:00:00, 2013-01-06 00:00:00, 2012-03-24 00:00:00, 2012-04-10 00:00:00, 2012-08-26 00:00:00, 2012-12-16 00:00:00, 2014-04-20 00:00:00, 2014-04-05 00:00:00, 2012-04-14 00:00:00, 2012-10-07 00:00:00, 2011-11-29 00:00:00, 2013-03-30 00:00:00, 2013-09-28 00:00:00, 2012-12-09 00:00:00, 2014-02-09 00:00:00, 2013-03-09 00:00:00, 2012-11-03 00:00:00, 2012-03-20 00:00:00, 2012-03-17 00:00:00, 2014-04-27 00:00:00, 2011-12-03 00:00:00, 2011-09-10 00:00:00, 2012-02-26 00:00:00, 2013-08-18 00:00:00, 2013-03-17 00:00:00, 2013-01-13 00:00:00, 2013-09-14 00:00:00, 2011-08-29 00:00:00, 2013-03-02 00:00:00, 2014-03-16 00:00:00, 2014-04-12 00:00:00, 2013-04-27 00:00:00, 2013-11-01 00:00:00, 2013-02-16 00:00:00, 2011-11-06 00:00:00, 2012-01-08 00:00:00, 2011-11-19 00:00:00, 2012-01-15 00:00:00, 2012-02-19 00:00:00, 2013-05-05 00:00:00, 2014-02-01 00:00:00, 2013-10-26 00:00:00, 2014-05-17 00:00:00, 2014-03-29 00:00:00, 2014-02-22 00:00:00, 2012-03-31 00:00:00]
5238|5226|1|[International]|[1]|[International - FIFA World Cup]|[797_7577]|[Group Stage]|[available]|[Iran, Islamic Republic of]|[Iran, Islamic Republic of]|[Iran]|[7577]|[2018]|[male]|[2018]|[797]|[FIFA World Cup]|[2018-06-15 00:00:00]
5245|5219|2|[International]|[3, 1]|[International - FIFA World Cup]|[788_7560, 788_7577]|[Group Stage]|[available]|[Morocco]|[Morocco]|[Morocco]|[7560, 7577]|[2018]|[male]|[2018]|[788]|[FIFA World Cup]|[2018-06-25 00:00:00, 2018-06-15 00:00:00]
5254|3531|3|[International]|[3, 1, 2]|[International - FIFA World Cup]|[774_7559, 774_7578, 774_7540]|[Group Stage]|[available]|[Egypt]|[Egypt]|[Egypt]|[7578, 7540, 7559]|[2018]|[male]|[2018]|[774]|[FIFA World Cup]|[2018-06-25 00:00:00, 2018-06-15 00:00:00, 2018-06-19 00:00:00]
