3267|3058|1|[Europe]|[1]|[Europe - Champions League]|[39_18236]|[Final]|[available]|[Ecuador]|[Mexico]|[Manchester United]|[18236]|[2010/2011]|[male]|[2010/2011]|[39]|[Champions League]|[2011-05-28 00:00:00]
3314|3233|2|[International]|[1, 7]|[International - FIFA World Cup]|[768_8657, 768_7537]|[Group Stage, 3rd Place Final]|[available]|[England]|[England]|[England]|[8657, 7537]|[2018]|[male]|[2018]|[768]|[FIFA World Cup]|[2018-07-14 00:00:00, 2018-06-18 00:00:00]
4353|3606|1|[Spain]|[34]|[Spain - La Liga]|[215_267567]|[Regular Season]|[available]|[France]|[Spain]|[Athletic Bilbao]|[267567]|[2013/2014]|[male]|[2013/2014]|[215]|[La Liga]|[2014-04-20 00:00:00]
4597|3314|3|[International]|[3, 1, 7]|[International - FIFA World Cup]|[768_7570, 768_8657, 768_7537]|[Group Stage, 3rd Place Final]|[available]|[England]|[England]|[England]|[7570, 8657, 7537]|[2018]|[male]|[2018]|[768]|[FIFA World Cup]|[2018-06-28 00:00:00, 2018-07-14 00:00:00, 2018-06-18 00:00:00]
4709|3702|2|[International]|[3, 5]|[International - FIFA World Cup]|[790_7566, 790_8651]|[Group Stage, Quarter-finals]|[available]|[Sweden]|[Sweden]|[Sweden]|[7566, 8651]|[2018]|[male]|[2018]|[790]|[FIFA World Cup]|[2018-07-07 00:00:00, 2018-06-27 00:00:00]
4826|3252|1|[International]|[1]|[International - FIFA World Cup]|[777_7537]|[Group Stage]|[available]|[Tunisia]|[Tunisia]|[Tunisia]|[7537]|[2018]|[male]|[2018]|[777]|[FIFA World Cup]|[2018-06-18 00:00:00]
4957|4947|2|[United States of America]|[9, 6]|[United States of America - NWSL]|[761_7520, 761_7444]|[Regular Season]|[available]|[United States of America]|[United States of America]|[Chicago Red Stars]|[7444, 7520]|[2018]|[female]|[2018]|[761]|[NWSL]|[2018-05-06 00:00:00, 2018-06-03 00:00:00]
4992|4651|22|[England]|[3, 1, 2, 5, 8, 16, 11, 14, 22, 4, 9, 10, 7, 17, 13, 12, 6, 18]|[England - FA Women's Super League]|[746_2275042, 746_19786, 746_2275044, 746_2275136, 746_19755, 746_2275105, 746_19770, 746_19821, 746_2275097, 746_2275028, 746_2275131, 746_2275078, 746_2275107, 746_19798, 746_19764, 746_2275026, 746_2275116, 746_2275092, 746_19801, 746_2275130, 746_19778, 746_2275085]|[Regular Season]|[available]|[Canada]|[England]|[Manchester City WFC]|[19786, 2275116, 2275107, 2275026, 19801, 2275130, 2275085, 19798, 2275136, 2275092, 2275028, 2275044, 19764, 19778, 2275105, 2275078, 2275097, 2275042, 19770, 19755, 19821, 2275131]|[2019/2020, 2018/2019]|[female]|[2019/2020, 2018/2019]|[746]|[FA Women's Super League]|[2019-12-15 00:00:00, 2019-03-13 00:00:00, 2019-12-01 00:00:00, 2018-12-02 00:00:00, 2020-02-23 00:00:00, 2018-11-25 00:00:00, 2019-09-29 00:00:00, 2019-11-24 00:00:00, 2019-02-10 00:00:00, 2019-09-15 00:00:00, 2020-01-11 00:00:00, 2019-10-27 00:00:00, 2019-05-11 00:00:00, 2020-01-05 00:00:00, 2019-12-08 00:00:00, 2020-01-19 00:00:00, 2018-12-09 00:00:00, 2019-10-12 00:00:00, 2019-01-13 00:00:00, 2019-09-07 00:00:00, 2019-11-17 00:00:00, 2019-02-20 00:00:00]
5034|4949|4|[International]|[3, 5, 4, 7]|[International - Women's World Cup]|[1214_69202, 1214_68345, 1214_69321, 1214_69161]|[Final, Regular Season, Round of 16]|[available]|[United States of America]|[United States of America]|[United States Women's]|[69161, 68345, 69321, 69202]|[2019]|[female]|[2019]|[1214]|[Women's World Cup]|[2019-06-24 00:00:00, 2019-07-07 00:00:00, 2019-06-20 00:00:00, 2019-06-28 00:00:00]
5088|5083|11|[United States of America]|[17, 3, 15, 11, 14, 9, 7, 6]|[United States of America - NWSL]|[766_7456, 766_7484, 766_7430, 766_7497, 766_7519, 766_7482, 766_7451, 766_7471, 766_7457, 766_7475, 766_7444]|[Regular Season]|[available]|[United States of America]|[United States of America]|[North Carolina Courage]|[7497, 7482, 7430, 7451, 7456, 7519, 7444, 7457, 7484, 7475, 7471]|[2018]|[female]|[2018]|[766]|[NWSL]|[2018-05-24 00:00:00, 2018-08-11 00:00:00, 2018-06-30 00:00:00, 2018-07-12 00:00:00, 2018-07-05 00:00:00, 2018-07-15 00:00:00, 2018-05-31 00:00:00, 2018-05-13 00:00:00, 2018-05-20 00:00:00, 2018-05-06 00:00:00, 2018-04-15 00:00:00]
5098|4974|6|[United States of America]|[13, 15, 14, 19, 6]|[United States of America - NWSL]|[763_7473, 763_7476, 763_7484, 763_7492, 763_7490, 763_7456]|[Regular Season]|[available]|[United States of America]|[United States of America]|[Sky Blue FC]|[7473, 7456, 7490, 7492, 7484, 7476]|[2018]|[female]|[2018]|[763]|[NWSL]|[2018-07-01 00:00:00, 2018-07-22 00:00:00, 2018-08-06 00:00:00, 2018-07-15 00:00:00, 2018-07-08 00:00:00, 2018-05-20 00:00:00]
5101|4972|5|[United States of America]|[17, 13, 15, 19]|[United States of America - NWSL]|[767_7487, 767_7480, 767_7473, 767_7496, 767_7477]|[Regular Season]|[available]|[United States of America]|[United States of America]|[Utah Royals]|[7473, 7487, 7477, 7480, 7496]|[2018]|[female]|[2018]|[767]|[NWSL]|[2018-07-01 00:00:00, 2018-07-12 00:00:00, 2018-07-07 00:00:00, 2018-08-09 00:00:00, 2018-07-21 00:00:00]
5193|5181|2|[International]|[1, 2]|[International - FIFA World Cup]|[796_7525, 796_7540]|[Group Stage]|[available]|[Russia]|[Russia]|[Russia]|[7525, 7540]|[2018]|[male]|[2018]|[796]|[FIFA World Cup]|[2018-06-14 00:00:00, 2018-06-19 00:00:00]
5194|5174|5|[International]|[3, 1, 2, 5, 4]|[International - FIFA World Cup]|[796_7558, 796_8652, 796_7525, 796_7582, 796_7540]|[Group Stage, Round of 16, Quarter-finals]|[available]|[Russia]|[Russia]|[Russia]|[8652, 7582, 7525, 7558, 7540]|[2018]|[male]|[2018]|[796]|[FIFA World Cup]|[2018-06-14 00:00:00, 2018-07-01 00:00:00, 2018-06-25 00:00:00, 2018-07-07 00:00:00, 2018-06-19 00:00:00]
5204|3168|2|[International]|[1, 2]|[International - FIFA World Cup]|[780_7576, 780_7542]|[Group Stage]|[available]|[Portugal]|[Portugal]|[Portugal]|[7576, 7542]|[2018]|[male]|[2018]|[780]|[FIFA World Cup]|[2018-06-20 00:00:00, 2018-06-15 00:00:00]
5216|4691|46|[Spain, Europe]|[29, 1, 15, 5, 8, 32, 16, 4, 9, 7, 13, 17, 31, 19, 3, 23, 21, 26, 2, 37, 24, 28, 14, 35, 33, 22, 36, 25, 20, 12, 27, 34, 18]|[Europe - Champions League, Spain - La Liga]|[217_266531, 217_70264, 217_267273, 217_18242, 217_266148, 217_70273, 217_266631, 217_265896, 217_266498, 217_267561, 217_267085, 217_267183, 217_266557, 217_266961, 217_266838, 217_266310, 217_266160, 217_266885, 217_266230, 217_266921, 217_267274, 217_70303, 217_266045, 217_266653, 217_266929, 217_265944, 217_267597, 217_267422, 217_266846, 217_265866, 217_266424, 217_266149, 217_267533, 217_266254, 217_265894, 217_266240, 217_266986, 217_266916, 217_266142, 217_266770, 217_266320, 217_266236, 217_265839, 217_267576, 217_266670, 217_266664]|[Final, Regular Season]|[available]|[Spain]|[Chile]|[Barcelona]|[266320, 267561, 267273, 266846, 266921, 266531, 265866, 267085, 266148, 265896, 266498, 267422, 267533, 266929, 266653, 266557, 266961, 266254, 265839, 267597, 266631, 266770, 70303, 266160, 266885, 267274, 266670, 267576, 266240, 267183, 266142, 266986, 266916, 18242, 70264, 266236, 266310, 70273, 266424, 266838, 265894, 266149, 265944, 266230, 266045, 266664]|[2015/2016, 2014/2015]|[male]|[2015/2016, 2014/2015]|[217]|[La Liga, Champions League]|[2016-02-14 00:00:00, 2016-01-23 00:00:00, 2016-02-20 00:00:00, 2015-08-29 00:00:00, 2016-02-28 00:00:00, 2016-04-09 00:00:00, 2016-03-12 00:00:00, 2015-06-06 00:00:00, 2015-04-05 00:00:00, 2014-12-20 00:00:00, 2014-12-13 00:00:00, 2016-04-23 00:00:00, 2016-04-02 00:00:00, 2014-09-24 00:00:00, 2015-04-11 00:00:00, 2015-05-09 00:00:00, 2015-05-17 00:00:00, 2014-09-13 00:00:00, 2016-04-30 00:00:00, 2015-11-28 00:00:00, 2015-03-22 00:00:00, 2015-12-12 00:00:00, 2015-01-11 00:00:00, 2014-10-04 00:00:00, 2016-04-20 00:00:00, 2014-09-21 00:00:00, 2015-04-25 00:00:00, 2016-03-03 00:00:00, 2015-01-04 00:00:00, 2016-02-07 00:00:00, 2016-01-30 00:00:00, 2016-01-02 00:00:00, 2016-01-17 00:00:00, 2014-08-24 00:00:00, 2015-05-02 00:00:00, 2014-10-25 00:00:00, 2015-02-01 00:00:00, 2015-02-21 00:00:00, 2015-01-18 00:00:00, 2015-08-23 00:00:00, 2014-10-18 00:00:00, 2015-11-21 00:00:00, 2016-04-17 00:00:00, 2014-12-07 00:00:00, 2015-03-08 00:00:00, 2015-12-05 00:00:00]
5222|5220|1|[International]|[1]|[International - FIFA World Cup]|[797_7577]|[Group Stage]|[available]|[Iran, Islamic Republic of]|[Iran, Islamic Republic of]|[Iran]|[7577]|[2018]|[male]|[2018]|[797]|[FIFA World Cup]|[2018-06-15 00:00:00]
5245|5237|3|[International]|[3, 1, 2]|[International - FIFA World Cup]|[788_7542, 788_7560, 788_7577]|[Group Stage]|[available]|[Morocco]|[Morocco]|[Morocco]|[7560, 7577, 7542]|[2018]|[male]|[2018]|[788]|[FIFA World Cup]|[2018-06-25 00:00:00, 2018-06-20 00:00:00, 2018-06-15 00:00:00]
5250|3878|2|[International]|[3, 1]|[International - FIFA World Cup]|[774_7559, 774_7578]|[Group Stage]|[available]|[Egypt]|[Egypt]|[Egypt]|[7578, 7559]|[2018]|[male]|[2018]|[774]|[FIFA World Cup]|[2018-06-25 00:00:00, 2018-06-15 00:00:00]
5258|5246|3|[International]|[3, 1, 2]|[International - FIFA World Cup]|[783_7578, 783_7558, 783_7544]|[Group Stage]|[available]|[Uruguay]|[Uruguay]|[Uruguay]|[7578, 7558, 7544]|[2018]|[male]|[2018]|[783]|[FIFA World Cup]|[2018-06-25 00:00:00, 2018-06-20 00:00:00, 2018-06-15 00:00:00]
5258|5255|3|[International]|[3, 1, 2]|[International - FIFA World Cup]|[783_7578, 783_7558, 783_7544]|[Group Stage]|[available]|[Uruguay]|[Uruguay]|[Uruguay]|[7578, 7558, 7544]|[2018]|[male]|[2018]|[783]|[FIFA World Cup]|[2018-06-25 00:00:00, 2018-06-20 00:00:00, 2018-06-15 00:00:00]
5262|3878|2|[International]|[3, 1]|[International - FIFA World Cup]|[774_7559, 774_7578]|[Group Stage]|[available]|[Egypt]|[Egypt]|[Egypt]|[7578, 7559]|[2018]|[male]|[2018]|[774]|[FIFA World Cup]|[2018-06-25 00:00:00, 2018-06-15 00:00:00]
5466|5455|3|[International]|[3, 1, 2]|[International - FIFA World Cup]|[775_7564, 775_7529, 775_7549]|[Group Stage]|[available]|[Nigeria]|[Nigeria]|[Nigeria]|[7564, 7529, 7549]|[2018]|[male]|[2018]|[775]|[FIFA World Cup]|[2018-06-16 00:00:00, 2018-06-26 00:00:00, 2018-06-22 00:00:00]
5467|3647|3|[International]|[3, 1, 2]|[International - FIFA World Cup]|[775_7564, 775_7529, 775_7549]|[Group Stage]|[available]|[Nigeria]|[Nigeria]|[Nigeria]|[7564, 7529, 7549]|[2018]|[male]|[2018]|[775]|[FIFA World Cup]|[2018-06-16 00:00:00, 2018-06-26 00:00:00, 2018-06-22 00:00:00]
5484|5461|1|[Spain]|[27]|[Spain - La Liga]|[212_9837]|[Regular Season]|[available]|[France]|[Croatia]|[Atlético Madrid]|[9837]|[2017/2018]|[male]|[2017/2018]|[212]|[La Liga]|[2018-03-04 00:00:00]
