3308|3083|1|[Europe]|[13]|[Europe - Champions League]|[38_22912]|[Final]|[available]|[England]|[Korea (South)]|[Tottenham Hotspur]|[22912]|[2018/2019]|[male]|[2018/2019]|[38]|[Champions League]|[2019-06-01 00:00:00]
3318|3244|6|[International]|[3, 1, 5, 4, 7, 6]|[International - FIFA World Cup]|[768_7570, 768_8657, 768_7537, 768_8651, 768_7585, 768_8656]|[Group Stage, 3rd Place Final, Semi-finals, Round of 16, Quarter-finals]|[available]|[England]|[England]|[England]|[7585, 8657, 7570, 8656, 8651, 7537]|[2018]|[male]|[2018]|[768]|[FIFA World Cup]|[2018-06-28 00:00:00, 2018-07-03 00:00:00, 2018-07-07 00:00:00, 2018-07-14 00:00:00, 2018-06-18 00:00:00, 2018-07-11 00:00:00]
3504|3314|3|[International]|[3, 1, 7]|[International - FIFA World Cup]|[768_7570, 768_8657, 768_7537]|[Group Stage, 3rd Place Final]|[available]|[England]|[England]|[England]|[7570, 8657, 7537]|[2018]|[male]|[2018]|[768]|[FIFA World Cup]|[2018-06-28 00:00:00, 2018-07-14 00:00:00, 2018-06-18 00:00:00]
3594|3504|4|[International]|[3, 1, 2, 7]|[International - FIFA World Cup]|[768_7570, 768_8657, 768_7537, 768_7554]|[Group Stage, 3rd Place Final]|[available]|[England]|[England]|[England]|[7570, 8657, 7554, 7537]|[2018]|[male]|[2018]|[768]|[FIFA World Cup]|[2018-06-28 00:00:00, 2018-07-14 00:00:00, 2018-06-18 00:00:00, 2018-06-24 00:00:00]
3601|2950|1|[Spain]|[1]|[Spain - La Liga]|[218_267670]|[Regular Season]|[available]|[Belgium]|[France]|[Real Betis]|[267670]|[2016/2017]|[male]|[2016/2017]|[218]|[La Liga]|[2016-08-20 00:00:00]
4324|3508|8|[Spain]|[1, 15, 2, 8, 4, 7, 6]|[Spain - La Liga]|[217_266961, 217_266770, 217_265896, 217_266236, 217_266406, 217_267561, 217_266490, 217_266117]|[Regular Season]|[available]|[Brazil]|[Spain]|[Barcelona]|[266117, 267561, 266490, 266961, 266770, 266236, 266406, 265896]|[2015/2016, 2014/2015]|[male]|[2015/2016, 2014/2015]|[217]|[La Liga]|[2014-08-31 00:00:00, 2015-12-12 00:00:00, 2014-10-18 00:00:00, 2014-10-04 00:00:00, 2015-08-23 00:00:00, 2015-09-20 00:00:00, 2014-09-27 00:00:00, 2014-09-21 00:00:00]
4375|3254|1|[International]|[4]|[International - FIFA World Cup]|[771_7580]|[Round of 16]|[available]|[France]|[France]|[France]|[7580]|[2018]|[male]|[2018]|[771]|[FIFA World Cup]|[2018-06-30 00:00:00]
4646|4643|13|[England]|[13, 3, 12, 21, 15, 2, 5, 8, 11, 4, 19, 10, 6]|[England - FA Women's Super League]|[746_19790, 746_19735, 746_19770, 746_19778, 746_19818, 746_19723, 746_19728, 746_19752, 746_19733, 746_19739, 746_19807, 746_19764, 746_19779]|[Regular Season]|[available]|[Scotland]|[England]|[Manchester City WFC]|[19728, 19807, 19818, 19723, 19735, 19790, 19739, 19779, 19770, 19764, 19778, 19733, 19752]|[2018/2019]|[female]|[2018/2019]|[746]|[FA Women's Super League]|[2018-09-20 00:00:00, 2018-10-14 00:00:00, 2018-09-30 00:00:00, 2018-10-21 00:00:00, 2018-11-04 00:00:00, 2018-12-02 00:00:00, 2019-04-28 00:00:00, 2018-11-25 00:00:00, 2019-01-06 00:00:00, 2018-12-09 00:00:00, 2019-03-31 00:00:00, 2018-09-23 00:00:00, 2019-01-27 00:00:00]
4658|4642|5|[International]|[3, 1, 5, 4, 6]|[International - Women's World Cup]|[865_68362, 865_69258, 865_69199, 865_22936, 865_68337]|[Regular Season, Semi-finals]|[available]|[England]|[England]|[England Women's]|[69199, 22936, 68362, 69258, 68337]|[2019]|[female]|[2019]|[865]|[Women's World Cup]|[2019-06-23 00:00:00, 2019-06-09 00:00:00, 2019-06-27 00:00:00, 2019-07-02 00:00:00, 2019-06-19 00:00:00]
4956|4949|3|[United States of America]|[15, 19, 9]|[United States of America - NWSL]|[759_7496, 759_7482, 759_7520]|[Regular Season]|[available]|[United States of America]|[United States of America]|[Washington Spirit]|[7482, 7520, 7496]|[2018]|[female]|[2018]|[759]|[NWSL]|[2018-07-12 00:00:00, 2018-08-09 00:00:00, 2018-06-03 00:00:00]
