901|11298|1|[901_11298]
973|16382|1|[973_16382]
54|40401|1|[54_40401]
1049|6599|1|[1049_6599]
214|6767|1|[214_6767]
794|5575|1|[794_5575]
217|5506|1|[217_5506]
774|5262|1|[774_5262]
206|6628|1|[206_6628]
902|19396|1|[902_19396]
608|25897|1|[608_25897]
772|5213|1|[772_5213]
1210|25638|1|[1210_25638]
218|6599|1|[218_6599]
901|26187|1|[901_26187]
206|6881|1|[206_6881]
1107|25674|1|[1107_25674]
208|22041|1|[208_22041]
218|6899|1|[218_6899]
1049|4498|1|[1049_4498]
328|40387|1|[328_40387]
774|5257|1|[774_5257]
552|25966|1|[552_25966]
