749|4848|1|[749_4848]
219|9082|1|[219_9082]
105|38403|1|[105_38403]
1218|6192|1|[1218_6192]
1220|26078|1|[1220_26078]
213|26013|1|[213_26013]
36|20329|1|[36_20329]
792|6314|1|[792_6314]
970|15705|1|[970_15705]
395|26762|1|[395_26762]
764|5068|1|[764_5068]
216|26498|1|[216_26498]
33|3294|1|[33_3294]
902|11670|1|[902_11670]
216|6595|1|[216_6595]
219|23806|1|[219_23806]
1|19312|1|[1_19312]
54|40299|1|[54_40299]
1219|26604|1|[1219_26604]
781|4372|1|[781_4372]
403|6763|1|[403_6763]
216|26217|1|[216_26217]
1204|25640|1|[1204_25640]
1049|3991|1|[1049_3991]
968|15623|1|[968_15623]
422|24313|1|[422_24313]
222|6889|1|[222_6889]
797|5227|1|[797_5227]
