782|5632|1|[782_5632]
215|26028|1|[215_26028]
766|3921|1|[766_3921]
322|24508|1|[322_24508]
973|32617|1|[973_32617]
395|19294|1|[395_19294]
1049|3160|1|[1049_3160]
38|11348|1|[38_11348]
861|25834|1|[861_25834]
24|3473|1|[24_3473]
789|7964|1|[789_7964]
222|11385|1|[222_11385]
207|6830|1|[207_6830]
217|8206|1|[217_8206]
224|7013|1|[224_7013]
223|26730|1|[223_26730]
223|11386|1|[223_11386]
1220|26079|1|[1220_26079]
608|25902|1|[608_25902]
1212|25552|1|[1212_25552]
852|13479|1|[852_13479]
762|5051|1|[762_5051]
