221|7141|1|[221_7141]
221|6687|1|[221_6687]
219|6356|1|[219_6356]
760|8298|1|[760_8298]
46|40311|1|[46_40311]
215|12191|1|[215_12191]
1043|26653|1|[1043_26653]
212|6610|1|[212_6610]
210|6704|1|[210_6704]
105|40343|1|[105_40343]
1217|26148|1|[1217_26148]
223|6651|1|[223_6651]
205|5830|1|[205_5830]
1041|25706|1|[1041_25706]
767|5031|1|[767_5031]
444|26524|1|[444_26524]
360|26797|1|[360_26797]
861|15615|1|[861_15615]
796|5171|1|[796_5171]
213|6719|1|[213_6719]
771|5487|1|[771_5487]
207|27481|1|[207_27481]
764|5090|1|[764_5090]
216|18721|1|[216_18721]
780|3193|1|[780_3193]
221|27123|1|[221_27123]
256|15667|1|[256_15667]
