39|4022|1|[39_4022]
784|5526|1|[784_5526]
205|6301|1|[205_6301]
218|15381|1|[218_15381]
24|19109|1|[24_19109]
767|4973|1|[767_4973]
217|11094|1|[217_11094]
238|19301|1|[238_19301]
973|31530|1|[973_31530]
222|26169|1|[222_26169]
967|15578|1|[967_15578]
1217|26615|1|[1217_26615]
791|5626|1|[791_5626]
759|4956|1|[759_4956]
1041|15893|1|[1041_15893]
322|6886|1|[322_6886]
855|25541|1|[855_25541]
212|26193|1|[212_26193]
222|6862|1|[222_6862]
105|15505|1|[105_15505]
210|6676|1|[210_6676]
215|6656|1|[215_6656]
