216|7154|1|[216_7154]
214|26242|1|[214_26242]
216|26686|1|[216_26686]
1206|8383|1|[1206_8383]
865|5002|1|[865_5002]
207|20011|1|[207_20011]
221|26181|1|[221_26181]
221|13817|1|[221_13817]
792|5479|1|[792_5479]
217|20131|1|[217_20131]
422|26009|1|[422_26009]
169|19291|1|[169_19291]
207|3090|1|[207_3090]
1208|25620|1|[1208_25620]
208|8668|1|[208_8668]
169|3533|1|[169_3533]
222|25935|1|[222_25935]
218|7068|1|[218_7068]
790|5615|1|[790_5615]
213|11541|1|[213_11541]
855|10366|1|[855_10366]
791|6323|1|[791_6323]
322|27517|1|[322_27517]
