223|3498|1|[223_3498]
765|5011|1|[765_5011]
865|19421|1|[865_19421]
38|3083|1|[38_3083]
776|6303|1|[776_6303]
1211|25833|1|[1211_25833]
1212|25545|1|[1212_25545]
795|5584|1|[795_5584]
223|6743|1|[223_6743]
243|15116|1|[243_15116]
1041|6581|1|[1041_6581]
54|40298|1|[54_40298]
1107|25669|1|[1107_25669]
207|26257|1|[207_26257]
799|5188|1|[799_5188]
1205|4961|1|[1205_4961]
59|40361|1|[59_40361]
1230|25900|1|[1230_25900]
222|25426|1|[222_25426]
213|6723|1|[213_6723]
1214|5100|1|[1214_5100]
213|7154|1|[213_7154]
360|24782|1|[360_24782]
1209|25815|1|[1209_25815]
395|15893|1|[395_15893]
966|15630|1|[966_15630]
208|7905|1|[208_7905]
222|20135|1|[222_20135]
403|25723|1|[403_25723]
