1214|5013|1|[1214_5013]
1215|24925|1|[1215_24925]
210|6669|1|[210_6669]
213|6614|1|[213_6614]
24|4590|1|[24_4590]
760|5019|1|[760_5019]
861|10117|1|[861_10117]
322|7907|1|[322_7907]
1214|5088|1|[1214_5088]
220|7030|1|[220_7030]
37|40233|1|[37_40233]
798|5635|1|[798_5635]
552|25944|1|[552_25944]
211|17276|1|[211_17276]
217|5542|1|[217_5542]
764|5067|1|[764_5067]
1041|26237|1|[1041_26237]
784|5525|1|[784_5525]
403|26238|1|[403_26238]
223|26806|1|[223_26806]
216|26081|1|[216_26081]
209|27198|1|[209_27198]
218|26452|1|[218_26452]
209|27052|1|[209_27052]
209|6356|1|[209_6356]
373|6567|1|[373_6567]
1049|27110|1|[1049_27110]
