865|4658|1|[865_4658]
322|6675|1|[322_6675]
1203|25560|1|[1203_25560]
974|18152|1|[974_18152]
1217|26642|1|[1217_26642]
360|27144|1|[360_27144]
799|5191|1|[799_5191]
790|5617|1|[790_5617]
238|26717|1|[238_26717]
208|6924|1|[208_6924]
395|26706|1|[395_26706]
208|6721|1|[208_6721]
129|20336|1|[129_20336]
1216|5053|1|[1216_5053]
1213|25715|1|[1213_25715]
796|5677|1|[796_5677]
774|5251|1|[774_5251]
208|6920|1|[208_6920]
214|26138|1|[214_26138]
206|25985|1|[206_25985]
857|15423|1|[857_15423]
217|15071|1|[217_15071]
762|5038|1|[762_5038]
220|4409|1|[220_4409]
373|27238|1|[373_27238]
216|11301|1|[216_11301]
