759|4954|1|[759_4954]
215|13791|1|[215_13791]
223|26679|1|[223_26679]
213|5186|1|[213_5186]
444|26525|1|[444_26525]
784|5521|1|[784_5521]
1041|24686|1|[1041_24686]
36|15519|1|[36_15519]
214|23343|1|[214_23343]
221|24149|1|[221_24149]
210|6671|1|[210_6671]
219|6599|1|[219_6599]
1217|6351|1|[1217_6351]
222|26198|1|[222_26198]
1043|6778|1|[1043_6778]
223|8000|1|[223_8000]
1036|26047|1|[1036_26047]
765|5012|1|[765_5012]
762|5054|1|[762_5054]
222|6827|1|[222_6827]
219|25987|1|[219_25987]
782|3296|1|[782_3296]
