1220|26075|1|[1220_26075]
221|23791|1|[221_23791]
422|27243|1|[422_27243]
974|15721|1|[974_15721]
973|33006|1|[973_33006]
791|3605|1|[791_3605]
627|6611|1|[627_6611]
216|6634|1|[216_6634]
212|23816|1|[212_23816]
901|26693|1|[901_26693]
1217|26067|1|[1217_26067]
214|6706|1|[214_6706]
395|26707|1|[395_26707]
219|16441|1|[219_16441]
221|27122|1|[221_27122]
777|5936|1|[777_5936]
219|25921|1|[219_25921]
212|3477|1|[212_3477]
857|10399|1|[857_10399]
214|6569|1|[214_6569]
973|16380|1|[973_16380]
216|26429|1|[216_26429]
785|5469|1|[785_5469]
243|38389|1|[243_38389]
214|26047|1|[214_26047]
1043|25991|1|[1043_25991]
759|4962|1|[759_4962]
213|6804|1|[213_6804]
773|3533|1|[773_3533]
1|20302|1|[1_20302]
969|15574|1|[969_15574]
210|6899|1|[210_6899]
216|27402|1|[216_27402]
