1215|25663|1|[1215_25663]
219|26175|1|[219_26175]
781|5542|1|[781_5542]
1041|26227|1|[1041_26227]
169|5472|1|[169_5472]
1107|25673|1|[1107_25673]
218|23804|1|[218_23804]
222|26192|1|[222_26192]
1049|6846|1|[1049_6846]
791|5627|1|[791_5627]
760|5073|1|[760_5073]
793|5502|1|[793_5502]
47|40329|1|[47_40329]
775|3963|1|[775_3963]
218|6777|1|[218_6777]
360|26847|1|[360_26847]
627|26630|1|[627_26630]
223|26044|1|[223_26044]
223|25857|1|[223_25857]
1213|25462|1|[1213_25462]
1041|25893|1|[1041_25893]
863|10148|1|[863_10148]
789|4626|1|[789_4626]
322|6908|1|[322_6908]
395|24520|1|[395_24520]
216|7104|1|[216_7104]
214|6770|1|[214_6770]
211|6786|1|[211_6786]
211|23264|1|[211_23264]
1220|20136|1|[1220_20136]
221|25824|1|[221_25824]
