243|26712|1|[243_26712]
776|5520|1|[776_5520]
213|8523|1|[213_8523]
769|5688|1|[769_5688]
221|25913|1|[221_25913]
219|26209|1|[219_26209]
1041|26661|1|[1041_26661]
799|5716|1|[799_5716]
967|31713|1|[967_31713]
24|3532|1|[24_3532]
395|26220|1|[395_26220]
206|6923|1|[206_6923]
1216|25520|1|[1216_25520]
1207|25487|1|[1207_25487]
1217|26489|1|[1217_26489]
1210|25604|1|[1210_25604]
221|6781|1|[221_6781]
969|21556|1|[969_21556]
360|26109|1|[360_26109]
776|4763|1|[776_4763]
901|27312|1|[901_27312]
1213|26157|1|[1213_26157]
212|19668|1|[212_19668]
222|25934|1|[222_25934]
98|40355|1|[98_40355]
220|5721|1|[220_5721]
902|11674|1|[902_11674]
214|6709|1|[214_6709]
218|6659|1|[218_6659]
219|8440|1|[219_8440]
1041|26638|1|[1041_26638]
214|24797|1|[214_24797]
