221|25937|1|[221_25937]
22|15049|1|[22_15049]
221|26023|1|[221_26023]
1043|26737|1|[1043_26737]
211|6785|1|[211_6785]
973|16387|1|[973_16387]
1107|25811|1|[1107_25811]
403|26432|1|[403_26432]
215|6662|1|[215_6662]
761|5101|1|[761_5101]
1475|19501|1|[1475_19501]
972|18158|1|[972_18158]
1213|17312|1|[1213_17312]
169|5565|1|[169_5565]
1209|25692|1|[1209_25692]
970|10195|1|[970_10195]
779|5741|1|[779_5741]
39|13042|1|[39_13042]
209|23785|1|[209_23785]
968|10091|1|[968_10091]
771|5737|1|[771_5737]
778|6191|1|[778_6191]
772|5217|1|[772_5217]
217|26613|1|[217_26613]
796|6299|1|[796_6299]
223|6742|1|[223_6742]
360|23974|1|[360_23974]
779|5742|1|[779_5742]
221|26428|1|[221_26428]
774|5263|1|[774_5263]
205|26553|1|[205_26553]
