798|5646|1|[798_5646]
256|40846|1|[256_40846]
1203|4980|1|[1203_4980]
256|19762|1|[256_19762]
213|6717|1|[213_6717]
1207|25489|1|[1207_25489]
98|40356|1|[98_40356]
207|6402|1|[207_6402]
214|26623|1|[214_26623]
214|26167|1|[214_26167]
973|35407|1|[973_35407]
974|15724|1|[974_15724]
214|6652|1|[214_6652]
38|38404|1|[38_38404]
1218|26747|1|[1218_26747]
783|11177|1|[783_11177]
1212|25852|1|[1212_25852]
223|4041|1|[223_4041]
46|15595|1|[46_15595]
967|24925|1|[967_24925]
783|5267|1|[783_5267]
209|6797|1|[209_6797]
761|4948|1|[761_4948]
219|15602|1|[219_15602]
214|26124|1|[214_26124]
223|25883|1|[223_25883]
214|27147|1|[214_27147]
217|19298|1|[217_19298]
969|15560|1|[969_15560]
