865|10172|1|[865_10172]
759|4950|1|[759_4950]
1220|26077|1|[1220_26077]
47|40326|1|[47_40326]
972|18151|1|[972_18151]
768|3318|1|[768_3318]
1213|25467|1|[1213_25467]
1043|25990|1|[1043_25990]
219|25997|1|[219_25997]
422|25912|1|[422_25912]
787|3629|1|[787_3629]
395|20011|1|[395_20011]
1217|26417|1|[1217_26417]
213|25946|1|[213_25946]
216|27091|1|[216_27091]
971|4657|1|[971_4657]
223|9558|1|[223_9558]
968|10646|1|[968_10646]
901|6663|1|[901_6663]
395|24193|1|[395_24193]
209|12555|1|[209_12555]
214|26243|1|[214_26243]
222|5987|1|[222_5987]
789|5666|1|[789_5666]
