216|26053|1|[216_26053]
777|5648|1|[777_5648]
223|6563|1|[223_6563]
968|10658|1|[968_10658]
775|3647|1|[775_3647]
1217|26072|1|[1217_26072]
422|25874|1|[422_25874]
1220|26612|1|[1220_26612]
1230|26243|1|[1230_26243]
902|6788|1|[902_6788]
213|5504|1|[213_5504]
857|25492|1|[857_25492]
781|5547|1|[781_5547]
768|3468|1|[768_3468]
217|5477|1|[217_5477]
970|15716|1|[970_15716]
210|25883|1|[210_25883]
863|10154|1|[863_10154]
785|6307|1|[785_6307]
180|8232|1|[180_8232]
215|6617|1|[215_6617]
210|5487|1|[210_5487]
24|34392|1|[24_34392]
967|15573|1|[967_15573]
