211|18616|1|[211_18616]
769|5689|1|[769_5689]
215|26087|1|[215_26087]
1203|25559|1|[1203_25559]
866|25569|1|[866_25569]
863|15287|1|[863_15287]
395|26714|1|[395_26714]
1209|25684|1|[1209_25684]
760|8297|1|[760_8297]
217|4913|1|[217_4913]
218|6657|1|[218_6657]
208|6929|1|[208_6929]
965|22337|1|[965_22337]
792|7752|1|[792_7752]
205|6914|1|[205_6914]
207|6702|1|[207_6702]
965|16377|1|[965_16377]
360|6924|1|[360_6924]
29|3538|1|[29_3538]
1211|25453|1|[1211_25453]
1205|25549|1|[1205_25549]
217|6826|1|[217_6826]
422|6836|1|[422_6836]
222|25931|1|[222_25931]
1212|25535|1|[1212_25535]
