768|10960|1|[768_10960]
214|26107|1|[214_26107]
972|18153|1|[972_18153]
852|10516|1|[852_10516]
966|19416|1|[966_19416]
777|5649|1|[777_5649]
22|40244|1|[22_40244]
794|6317|1|[794_6317]
1043|20132|1|[1043_20132]
762|4959|1|[762_4959]
169|5562|1|[169_5562]
101|40373|1|[101_40373]
75|20549|1|[75_20549]
39|20341|1|[39_20341]
778|5694|1|[778_5694]
1213|26156|1|[1213_26156]
39|3156|1|[39_3156]
796|5177|1|[796_5177]
222|6857|1|[222_6857]
222|5688|1|[222_5688]
213|10476|1|[213_10476]
902|11675|1|[902_11675]
322|6727|1|[322_6727]
784|5535|1|[784_5535]
220|19729|1|[220_19729]
