212|6391|1|[212_6391]
38|20488|1|[38_20488]
221|26246|1|[221_26246]
212|5723|1|[212_5723]
219|26055|1|[219_26055]
238|7146|1|[238_7146]
213|6861|1|[213_6861]
1217|26146|1|[1217_26146]
795|5600|1|[795_5600]
217|13599|1|[217_13599]
1041|26250|1|[1041_26250]
422|25860|1|[422_25860]
866|15720|1|[866_15720]
218|17304|1|[218_17304]
865|4641|1|[865_4641]
217|6560|1|[217_6560]
768|3293|1|[768_3293]
217|6593|1|[217_6593]
221|26221|1|[221_26221]
217|17804|1|[217_17804]
169|19290|1|[169_19290]
216|6872|1|[216_6872]
