218|27203|1|[218_27203]
39|20172|1|[39_20172]
216|13157|1|[216_13157]
39|4751|1|[39_4751]
627|23793|1|[627_23793]
777|5651|1|[777_5651]
224|6945|1|[224_6945]
967|15558|1|[967_15558]
220|5719|1|[220_5719]
219|26492|1|[219_26492]
219|6734|1|[219_6734]
212|5551|1|[212_5551]
212|5249|1|[212_5249]
902|21399|1|[902_21399]
901|7216|1|[901_7216]
214|6701|1|[214_6701]
207|6746|1|[207_6746]
865|10190|1|[865_10190]
792|5489|1|[792_5489]
974|15577|1|[974_15577]
25|40440|1|[25_40440]
220|5566|1|[220_5566]
322|27462|1|[322_27462]
54|40292|1|[54_40292]
795|6327|1|[795_6327]
216|26722|1|[216_26722]
47|40325|1|[47_40325]
212|5513|1|[212_5513]
422|23995|1|[422_23995]
861|10121|1|[861_10121]
218|26469|1|[218_26469]
1218|25994|1|[1218_25994]
779|3659|1|[779_3659]
101|40369|1|[101_40369]
763|7180|1|[763_7180]
212|5256|1|[212_5256]
797|5239|1|[797_5239]
360|6914|1|[360_6914]
218|6836|1|[218_6836]
