224|7173|1|[224_7173]
219|6777|1|[219_6777]
223|3302|1|[223_3302]
422|25869|1|[422_25869]
212|5198|1|[212_5198]
403|26612|1|[403_26612]
129|26481|1|[129_26481]
422|24166|1|[422_24166]
220|5456|1|[220_5456]
207|26685|1|[207_26685]
759|4946|1|[759_4946]
781|5837|1|[781_5837]
221|26805|1|[221_26805]
974|18149|1|[974_18149]
75|41459|1|[75_41459]
773|3500|1|[773_3500]
209|27196|1|[209_27196]
965|23289|1|[965_23289]
214|5719|1|[214_5719]
851|13745|1|[851_13745]
221|6688|1|[221_6688]
1217|26238|1|[1217_26238]
218|27144|1|[218_27144]
765|6816|1|[765_6816]
214|26729|1|[214_26729]
1217|26754|1|[1217_26754]
1230|26513|1|[1230_26513]
