207|7797|1|[207_7797]
46|40305|1|[46_40305]
395|26234|1|[395_26234]
863|10202|1|[863_10202]
46|15405|1|[46_15405]
24|3614|1|[24_3614]
55|40407|1|[55_40407]
972|18156|1|[972_18156]
395|20264|1|[395_20264]
33|20352|1|[33_20352]
208|7904|1|[208_7904]
322|24453|1|[322_24453]
403|26653|1|[403_26653]
762|5049|1|[762_5049]
209|25999|1|[209_25999]
209|27190|1|[209_27190]
779|5743|1|[779_5743]
777|5657|1|[777_5657]
774|3536|1|[774_3536]
776|3027|1|[776_3027]
749|4865|1|[749_4865]
974|15704|1|[974_15704]
215|26788|1|[215_26788]
403|6400|1|[403_6400]
857|25729|1|[857_25729]
968|23320|1|[968_23320]
217|25006|1|[217_25006]
