214|26104|1|[214_26104]
857|10380|1|[857_10380]
217|6585|1|[217_6585]
216|24035|1|[216_24035]
207|6651|1|[207_6651]
208|6931|1|[208_6931]
971|4641|1|[971_4641]
1043|6923|1|[1043_6923]
771|2948|1|[771_2948]
218|25885|1|[218_25885]
969|19501|1|[969_19501]
360|12194|1|[360_12194]
971|4638|1|[971_4638]
222|3324|1|[222_3324]
46|40304|1|[46_40304]
866|10179|1|[866_10179]
328|40388|1|[328_40388]
1218|26745|1|[1218_26745]
221|6611|1|[221_6611]
55|40411|1|[55_40411]
1230|26508|1|[1230_26508]
746|35648|1|[746_35648]
222|27153|1|[222_27153]
215|6392|1|[215_6392]
863|10200|1|[863_10200]
777|5656|1|[777_5656]
901|26647|1|[901_26647]
