787|2941|1|[787_2941]
75|40417|1|[75_40417]
1049|26503|1|[1049_26503]
38|40318|1|[38_40318]
1210|25765|1|[1210_25765]
968|22297|1|[968_22297]
221|26422|1|[221_26422]
772|4926|1|[772_4926]
24|3495|1|[24_3495]
1211|25717|1|[1211_25717]
1211|25444|1|[1211_25444]
213|6919|1|[213_6919]
422|26723|1|[422_26723]
207|17083|1|[207_17083]
857|10266|1|[857_10266]
219|8097|1|[219_8097]
1213|24881|1|[1213_24881]
761|7179|1|[761_7179]
22|40241|1|[22_40241]
209|7064|1|[209_7064]
1220|25968|1|[1220_25968]
1211|25455|1|[1211_25455]
218|6673|1|[218_6673]
206|6615|1|[206_6615]
866|15616|1|[866_15616]
865|4643|1|[865_4643]
1217|26144|1|[1217_26144]
223|26225|1|[223_26225]
851|16383|1|[851_16383]
210|6665|1|[210_6665]
