1049|20064|1|[1049_20064]
207|26681|1|[207_26681]
972|18146|1|[972_18146]
223|6878|1|[223_6878]
972|8297|1|[972_8297]
223|6847|1|[223_6847]
1203|5018|1|[1203_5018]
783|28285|1|[783_28285]
373|18404|1|[373_18404]
211|7578|1|[211_7578]
221|26843|1|[221_26843]
169|8218|1|[169_8218]
24|3630|1|[24_3630]
210|6695|1|[210_6695]
901|26692|1|[901_26692]
210|6685|1|[210_6685]
787|3603|1|[787_3603]
47|40328|1|[47_40328]
395|26023|1|[395_26023]
865|18999|1|[865_18999]
33|19762|1|[33_19762]
216|5601|1|[216_5601]
