214|24783|1|[214_24783]
1049|26659|1|[1049_26659]
208|7692|1|[208_7692]
221|26696|1|[221_26696]
207|20070|1|[207_20070]
222|24068|1|[222_24068]
970|21290|1|[970_21290]
965|21022|1|[965_21022]
129|40844|1|[129_40844]
901|11296|1|[901_11296]
222|6753|1|[222_6753]
101|40269|1|[101_40269]
221|25875|1|[221_25875]
207|20138|1|[207_20138]
223|27183|1|[223_27183]
1043|26663|1|[1043_26663]
22|40237|1|[22_40237]
1209|25687|1|[1209_25687]
101|40132|1|[101_40132]
786|5594|1|[786_5594]
256|40850|1|[256_40850]
770|6039|1|[770_6039]
1210|25627|1|[1210_25627]
395|26655|1|[395_26655]
129|40852|1|[129_40852]
24|15280|1|[24_15280]
796|5182|1|[796_5182]
222|23804|1|[222_23804]
851|25659|1|[851_25659]
