8294|5472|1|[1005, 910]|[Free Kick]|[18244]
5539|5721|2|[812, 775, 213, 153, 221, 435, 454, 636, 380, 321, 460, 735]|[]|[18243, 18244]
3594|3745|1|[716, 726, 809, 689]|[Recovery]|[22912]
