6378|6381|1|[1195, 693]|[Free Kick, Goal Kick]|[18243]
20005|3745|1|[797]|[Recovery]|[22912]
20004|7173|1|[834, 688, 11]|[]|[18242]
5541|20666|1|[759]|[Throw-in]|[18242]
5463|3063|1|[1079, 1203, 1327, 1017, 1201, 1266, 1357]|[]|[18243]
5470|4324|1|[646, 262, 441, 109, 221, 28, 172, 617, 628, 500, 121, 119, 505, 488, 740]|[Free Kick, Recovery]|[18242]
