5743|5566|1|[614]|[]|[18244]
3082|3594|1|[382, 596, 380, 466, 142, 486]|[Recovery]|[22912]
5485|5202|1|[981, 559, 1009, 722, 577]|[Recovery]|[18245]
5539|5207|2|[853, 1316, 746, 151, 936, 241, 974]|[Recovery]|[18245, 18243]
3063|5539|1|[1204, 1335]|[]|[18243]
20004|19849|1|[538, 478, 437]|[]|[18242]
6382|5487|1|[1173, 1007]|[]|[18243]
5574|20016|1|[617, 197]|[Free Kick]|[18243]
