3664|3630|1|[537]|[]|[18245]
6943|7173|2|[340, 210, 336, 927, 371, 686, 860, 82, 741, 9, 734]|[Throw-in, Recovery]|[18242, 18244]
10956|10955|1|[885]|[]|[22912]
5574|4926|2|[235, 820, 632, 286, 151, 534, 380, 186, 684, 200, 391, 359, 252, 77, 711, 106, 146, 553, 229, 115, 509, 461, 655, 519, 402, 60]|[Free Kick, Throw-in, Recovery]|[18245, 18244]
5541|6949|1|[218]|[]|[18242]
5213|5470|1|[112]|[]|[18242]
5485|5574|2|[226, 702, 692, 303, 372, 157, 833, 34, 251, 176, 166]|[Recovery]|[18245, 18244]
5201|5202|1|[1012, 858, 1018, 772, 612]|[]|[18245]
