5503|5216|1|[224, 610, 106, 608, 670, 519, 522, 403, 612]|[Free Kick]|[18242]
6945|7173|1|[919, 433, 394]|[Free Kick]|[18244]
6384|6376|1|[1278, 504, 162, 988, 14, 412]|[]|[18243]
3094|10955|1|[493, 297]|[]|[22912]
